Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature
Eastern Mediterranean,Bahrain,2018,Female,2.29,1.53,3.28,81.30082191780822
Europe,Albania,2018,Female,2.38,1.53,3.45,59.88931506849315
Western Pacific,Malaysia,2018,Female,2.37,1.49,3.58,79.53424657534246
Eastern Mediterranean,Lebanon,2018,Both sexes,2.53,1.36,4.5,67.42657534246575
Europe,Romania,2018,Female,2.46,1.86,3.16,53.27095890410959
Europe,Poland,2018,Female,2.48,1.95,3.1,49.65041095890411
Africa,Algeria,2018,Both sexes,2.58,1.39,4.43,62.18082191780822
Americas,Honduras,2018,Both sexes,2.6,1.35,5.02,67.97753424657535
Eastern Mediterranean,United Arab Emirates,2018,Female,2.6,1.48,4.24,82.83397260273973
Americas,Guatemala,2018,Female,2.59,1.83,3.53,64.16657534246575
South-East Asia,Indonesia,2018,Both sexes,2.56,1.84,3.52,80.56904109589041
Eastern Mediterranean,Kuwait,2018,Both sexes,2.56,1.81,3.52,80.1558904109589
Europe,Slovakia,2018,Female,2.59,1.75,3.67,52.57232876712329
Western Pacific,Philippines,2018,Both sexes,2.58,1.84,9.33,80.58191780821919
Europe,Latvia,2018,Female,2.83,1.88,4.11,45.469315068493145
Eastern Mediterranean,Jordan,2018,Male,2.94,1.93,4.26,64.8131506849315
Americas,Panama,2018,Both sexes,2.92,2.04,4.05,76.95479452054795
Europe,Turkmenistan,2018,Female,2.93,2.05,4.06,63.1972602739726
Europe,Spain,2018,Female,2.85,2.26,3.5,59.13059360730593
Americas,Brazil,2018,Female,2.89,2.61,6.4,69.46438356164384
Europe,Belgium,2018,Male,20.25,17.13,23.7,51.39095890410959
Africa,Guinea-Bissau,2018,Male,20.82,11.68,33.48,78.57095890410959
Africa,Benin,2018,Male,20.79,12.58,32.87,78.73178082191781
Europe,Hungary,2018,Male,21.17,17.03,25.95,52.360547945205475
South-East Asia,Sri Lanka,2018,Male,21.5,13.83,36.02,77.70164383561644
Europe,Finland,2018,Male,21.6,17.93,25.64,42.44684931506849
Africa,Mozambique,2018,Both sexes,23.19,13.65,36.15,69.5345205479452
Africa,Central African Republic,2018,Both sexes,23.65,13.09,38.76,76.05178082191782
Africa,Gabon,2018,Male,24.0,13.9,38.48,78.26301369863013
Africa,Togo,2018,Male,24.1,14.43,37.13,77.92054794520548
Africa,South Africa,2018,Both sexes,24.39,16.4,33.82,60.604109589041094
Africa,Namibia,2018,Male,25.41,14.91,41.83,49.45068493150685
Americas,Suriname,2018,Both sexes,26.23,17.99,36.64,73.3627397260274
Europe,Latvia,2018,Male,27.42,20.05,36.45,45.469315068493145
South-East Asia,Nepal,2018,Female,2.96,1.66,4.77,63.05643835616438
Eastern Mediterranean,Tunisia,2018,Both sexes,3.09,1.66,5.28,65.4613698630137
Europe,Bulgaria,2018,Female,3.14,2.16,4.4,51.37616438356165
Africa,Algeria,2018,Male,3.24,1.77,5.7,62.18082191780822
Eastern Mediterranean,Egypt,2018,Both sexes,3.37,1.55,6.48,73.32191780821918
Europe,Tajikistan,2018,Female,3.43,2.16,5.15,60.77479452054794
Americas,Bahamas,2018,Both sexes,3.4,2.35,4.79,76.63041095890411
Eastern Mediterranean,Lebanon,2018,Male,3.52,1.86,6.46,67.42657534246575
Africa,Uganda,2018,Female,3.52,2.11,5.55,69.8309589041096
Europe,Iceland,2018,Female,3.48,2.61,4.56,39.42356164383562
Americas,Argentina,2018,Female,3.59,2.84,4.44,61.24904109589041
Eastern Mediterranean,Kuwait,2018,Male,3.71,2.64,5.08,80.1558904109589
Europe,Ireland,2018,Female,3.67,2.8,4.66,48.69315068493151
Europe,Kyrgyzstan,2018,Female,3.72,2.84,4.79,50.336164383561645
Africa,Nigeria,2018,Female,3.84,1.83,6.04,79.5527397260274
Europe,Portugal,2018,Female,3.84,2.95,4.86,59.588767123287674
Africa,Mauritania,2018,Female,3.85,2.1,6.39,70.25
Europe,Albania,2018,Both sexes,3.94,2.18,6.03,59.88931506849315
Americas,Colombia,2018,Both sexes,3.87,2.71,8.63,54.83972602739726
Americas,Uruguay,2018,Male,31.48,25.79,37.88,60.27890410958904
Western Pacific,Mongolia,2018,Male,32.16,19.76,49.86,29.2572602739726
Europe,Belarus,2018,Male,32.81,23.64,45.26,15.344109589041096
Europe,Ukraine,2018,Male,33.3,25.58,42.43,47.30109589041096
Europe,Kazakhstan,2018,Male,33.39,26.63,41.5,48.46602739726027
Africa,South Africa,2018,Male,39.75,28.16,53.84,60.604109589041094
Africa,Gabon,2018,Female,4.01,2.26,6.47,78.26301369863013
South-East Asia,Indonesia,2018,Male,3.98,2.8,5.57,80.56904109589041
Western Pacific,Philippines,2018,Male,3.97,2.77,9.35,80.58191780821919
Europe,Germany,2018,Female,3.99,3.22,4.85,48.67880512091038
Americas,Cuba,2018,Female,4.07,3.07,5.34,73.50164383561643
Africa,Namibia,2018,Female,4.31,2.23,7.42,49.45068493150685
Americas,Honduras,2018,Male,4.42,2.27,8.72,67.97753424657535
Eastern Mediterranean,Tunisia,2018,Male,4.44,2.47,7.56,65.4613698630137
Eastern Mediterranean,Oman,2018,Both sexes,4.37,2.64,7.39,75.0695890410959
Europe,Italy,2018,Both sexes,4.42,4.06,6.95,58.26657534246575
Europe,Denmark,2018,Female,4.5,3.46,5.74,47.8331506849315
Eastern Mediterranean,Egypt,2018,Male,4.55,2.02,9.14,73.32191780821918
Eastern Mediterranean,Qatar,2018,Both sexes,4.61,2.86,7.29,82.39972602739726
Europe,Ukraine,2018,Female,4.63,3.37,6.16,47.30109589041096
Europe,France,2018,Female,4.73,3.76,9.14,51.521232876712325
Eastern Mediterranean,Morocco,2018,Female,4.83,2.42,9.26,61.19534246575342
Eastern Mediterranean,Pakistan,2018,Female,4.77,3.09,7.09,75.04849315068493
Europe,Austria,2018,Female,4.83,3.91,5.9,52.533150684931506
Americas,Panama,2018,Male,4.9,3.44,6.75,76.95479452054795
Western Pacific,China,2018,Female,4.91,3.95,6.0,59.70624657534246
Africa,Central African Republic,2018,Male,40.82,22.82,66.15,76.05178082191782
Americas,Suriname,2018,Male,41.84,29.11,57.91,73.3627397260274
Africa,Mozambique,2018,Male,42.76,25.74,65.1,69.5345205479452
Eastern Mediterranean,United Arab Emirates,2018,Both sexes,5.01,2.8,8.05,82.83397260273973
Americas,Nicaragua,2018,Both sexes,5.04,3.42,15.06,78.8158904109589
Western Pacific,Singapore,2018,Female,5.0,3.99,6.16,80.34821917808219
Europe,Croatia,2018,Female,5.13,3.67,7.04,53.93671232876713
Africa,Ethiopia,2018,Female,5.19,3.74,7.04,30.33835616438356
Africa,Kenya,2018,Female,5.21,3.78,6.9,63.22520547945206
Europe,Uzbekistan,2018,Female,5.15,3.92,6.57,59.0827397260274
Africa,Senegal,2018,Female,5.31,3.11,8.35,71.65452054794521
Europe,Tajikistan,2018,Both sexes,5.29,3.28,7.81,60.77479452054794
Europe,Hungary,2018,Female,5.32,4.07,6.79,52.360547945205475
Africa,Mauritania,2018,Both sexes,5.42,2.76,9.9,70.25
Africa,Madagascar,2018,Female,5.43,3.13,8.81,64.63506849315068
Western Pacific,Australia,2018,Female,5.42,4.39,6.54,61.485863013698626
Europe,Spain,2018,Both sexes,5.38,4.38,6.49,59.13059360730593
Americas,Mexico,2018,Both sexes,5.36,4.59,6.18,61.11441605839416
Americas,Dominican Republic,2018,Both sexes,5.49,3.23,8.94,74.76054794520547
Americas,Canada,2018,Female,5.47,4.39,11.52,36.807534246575344
Europe,Albania,2018,Male,5.55,2.85,8.68,59.88931506849315
Eastern Mediterranean,Saudi Arabia,2018,Both sexes,5.57,3.35,8.66,79.56835616438356
Western Pacific,Malaysia,2018,Both sexes,5.58,3.48,8.62,79.53424657534246
Eastern Mediterranean,Qatar,2018,Male,5.57,3.46,8.86,82.39972602739726
Europe,Belarus,2018,Female,5.62,3.9,7.86,15.344109589041096
Western Pacific,New Zealand,2018,Female,5.61,4.59,6.78,58.83068493150685
Europe,Switzerland,2018,Female,5.68,4.53,6.99,50.5986301369863
Americas,Bahamas,2018,Male,5.84,4.07,8.19,76.63041095890411
Western Pacific,Mongolia,2018,Female,5.85,3.54,8.97,29.2572602739726
Eastern Mediterranean,United Arab Emirates,2018,Male,5.98,3.33,9.57,82.83397260273973
Europe,Turkmenistan,2018,Both sexes,6.09,4.35,8.32,63.1972602739726
Africa,Benin,2018,Female,6.17,3.54,10.14,78.73178082191781
Africa,Gambia,2018,Female,6.26,3.68,9.93,73.47917808219178
Eastern Mediterranean,Oman,2018,Male,6.25,3.77,10.51,75.0695890410959
South-East Asia,Sri Lanka,2018,Female,6.25,4.15,8.98,77.70164383561644
Americas,Colombia,2018,Male,6.26,4.4,15.06,54.83972602739726
Americas,Guatemala,2018,Both sexes,6.31,4.56,8.51,64.16657534246575
Africa,Congo,2018,Female,6.4,3.69,10.43,76.58027397260274
Europe,Norway,2018,Female,6.43,5.84,7.14,41.73342465753425
Africa,Togo,2018,Female,6.49,3.7,10.78,77.92054794520548
Americas,Brazil,2018,Both sexes,6.51,5.95,11.53,69.46438356164384
Europe,Bulgaria,2018,Both sexes,6.6,4.74,8.89,51.37616438356165
Africa,Guinea-Bissau,2018,Female,6.79,3.92,11.26,78.57095890410959
Americas,Costa Rica,2018,Both sexes,6.79,4.88,14.06,70.51452054794521
Western Pacific,China,2018,Both sexes,6.81,5.32,8.72,59.70624657534246
Europe,Italy,2018,Male,6.9,6.37,7.48,58.26657534246575
Africa,Nigeria,2018,Both sexes,6.95,3.9,11.71,79.5527397260274
Eastern Mediterranean,Bahrain,2018,Both sexes,7.04,4.37,10.14,81.30082191780822
Europe,Tajikistan,2018,Male,7.24,4.45,10.59,60.77479452054794
Americas,Belize,2018,Both sexes,7.16,5.24,9.52,78.54849315068493
Europe,Finland,2018,Female,7.22,5.84,8.76,42.44684931506849
Eastern Mediterranean,Morocco,2018,Both sexes,7.3,3.43,13.55,61.19534246575342
Africa,Mauritania,2018,Male,7.28,3.53,14.04,70.25
Europe,Kazakhstan,2018,Female,7.28,5.69,9.2,48.46602739726027
Americas,Uruguay,2018,Female,7.36,5.69,9.22,60.27890410958904
Europe,Portugal,2018,Both sexes,7.5,5.98,9.32,59.588767123287674
Europe,Romania,2018,Both sexes,7.71,6.09,9.56,53.27095890410959
Western Pacific,Singapore,2018,Both sexes,7.76,6.3,9.42,80.34821917808219
Western Pacific,Japan,2018,Female,7.87,7.37,8.35,56.09525114155252
Africa,Guinea,2018,Female,8.0,4.57,13.24,69.18493150684931
Eastern Mediterranean,Saudi Arabia,2018,Male,7.99,4.81,12.34,79.56835616438356
Europe,Spain,2018,Male,8.07,6.62,9.67,59.13059360730593
Europe,Sweden,2018,Female,8.05,6.89,9.31,45.467123287671235
Americas,Haiti,2018,Female,8.18,4.52,13.47,74.56931506849315
Europe,Denmark,2018,Both sexes,8.18,6.51,10.16,47.8331506849315
Americas,Nicaragua,2018,Male,8.33,5.67,27.3,78.8158904109589
Europe,Germany,2018,Both sexes,8.46,6.99,10.07,48.67880512091038
Europe,Belgium,2018,Female,8.51,6.96,10.26,51.39095890410959
Western Pacific,Malaysia,2018,Male,8.66,5.38,13.45,79.53424657534246
Europe,Uzbekistan,2018,Both sexes,8.73,6.72,11.05,59.0827397260274
Africa,Mozambique,2018,Female,8.82,4.82,14.77,69.5345205479452
Western Pacific,China,2018,Male,8.79,6.76,11.58,59.70624657534246
Americas,Mexico,2018,Male,8.84,7.6,10.16,61.11441605839416
Europe,Kyrgyzstan,2018,Both sexes,8.92,7.03,11.15,50.336164383561645
Americas,Argentina,2018,Both sexes,8.99,7.25,10.95,61.24904109589041
Americas,Dominican Republic,2018,Male,9.16,5.4,14.96,74.76054794520547
Africa,Madagascar,2018,Both sexes,9.24,5.46,14.75,64.63506849315068
Europe,Ireland,2018,Both sexes,9.17,7.32,11.34,48.69315068493151
Europe,Slovakia,2018,Both sexes,9.43,6.35,19.9,52.57232876712329
Europe,Turkmenistan,2018,Male,9.44,6.78,12.83,63.1972602739726
Africa,Central African Republic,2018,Female,9.5,5.21,15.96,76.05178082191782
Africa,Ethiopia,2018,Both sexes,9.54,6.69,13.6,30.33835616438356
Africa,Gambia,2018,Both sexes,9.62,5.15,16.42,73.47917808219178
South-East Asia,Nepal,2018,Both sexes,9.69,5.25,15.14,63.05643835616438
Eastern Mediterranean,Bahrain,2018,Male,9.65,5.95,13.97,81.30082191780822
Eastern Mediterranean,Pakistan,2018,Both sexes,9.79,4.72,17.73,75.04849315068493
Africa,South Africa,2018,Female,9.81,5.27,15.05,60.604109589041094
Europe,Switzerland,2018,Both sexes,9.88,8.08,11.88,50.5986301369863
Americas,Barbados,2017,Female,0.16,0.11,0.22,19.645205479452056
Americas,Barbados,2017,Both sexes,0.32,0.23,0.43,19.645205479452056
Americas,Barbados,2017,Male,0.51,0.36,0.67,19.645205479452056
Eastern Mediterranean,Kuwait,2017,Female,0.71,0.5,0.99,80.18520547945205
Eastern Mediterranean,Jordan,2017,Female,0.9,0.6,1.29,65.7386301369863
Americas,Panama,2017,Female,0.93,0.65,1.27,79.29260273972602
Americas,Honduras,2017,Female,1.02,0.55,1.76,71.36986301369863
Americas,Bahamas,2017,Female,1.02,0.69,1.44,80.40767123287671
Eastern Mediterranean,Oman,2017,Female,1.2,0.71,1.89,22.00109589041096
South-East Asia,Indonesia,2017,Female,1.19,0.92,1.52,82.98575342465753
Western Pacific,Philippines,2017,Female,1.29,1.02,9.44,83.10246575342467
Eastern Mediterranean,Lebanon,2017,Female,1.72,0.97,2.81,70.01123287671233
Eastern Mediterranean,Qatar,2017,Female,1.72,1.05,2.65,84.36876712328767
Americas,Belize,2017,Female,1.66,1.2,2.25,81.26
Eastern Mediterranean,Tunisia,2017,Female,1.83,0.9,3.15,67.02301369863014
Americas,Colombia,2017,Female,1.82,1.35,2.38,57.110410958904104
Africa,Algeria,2017,Female,1.9,1.0,3.12,64.9958904109589
Eastern Mediterranean,Jordan,2017,Both sexes,1.87,1.25,2.69,65.7386301369863
Eastern Mediterranean,Pakistan,2017,Both sexes,9.98,4.85,18.07,76.25219178082192
Americas,Dominican Republic,2017,Male,10.04,6.02,15.92,79.12876712328767
Africa,South Africa,2017,Female,10.34,5.12,17.75,62.64630136986302
Africa,Uganda,2017,Both sexes,10.34,6.43,16.2,72.87808219178082
Africa,Nigeria,2017,Male,10.45,6.22,18.13,65.26109589041096
Europe,Switzerland,2017,Both sexes,10.37,8.62,12.29,50.77004566210045
Europe,France,2017,Both sexes,10.4,8.63,15.68,55.61260273972602
Europe,Norway,2017,Both sexes,10.38,9.5,11.35,41.87452054794521
Americas,Cuba,2017,Both sexes,10.53,8.7,20.6,75.82876712328768
Africa,Kenya,2017,Both sexes,10.6,7.6,14.79,60.382465753424654
South-East Asia,India,2017,Female,10.69,8.63,13.08,81.48239726027397
Europe,Austria,2017,Both sexes,10.77,9.15,12.58,52.351506849315065
Europe,Croatia,2017,Both sexes,10.87,8.51,13.69,55.57205479452055
Europe,Bulgaria,2017,Male,11.01,8.42,14.09,52.65397260273973
Europe,Poland,2017,Both sexes,11.06,9.57,12.74,49.206575342465754
Americas,Haiti,2017,Both sexes,11.45,5.86,18.91,84.47780821917809
Africa,Senegal,2017,Both sexes,11.37,7.01,17.49,77.29178082191781
Americas,Suriname,2017,Female,11.72,7.74,16.82,79.08876712328768
Europe,Iceland,2017,Both sexes,11.66,9.35,14.22,41.94986301369863
Americas,Canada,2017,Both sexes,11.68,9.71,13.74,39.57671232876712
Western Pacific,Australia,2017,Both sexes,11.79,10.01,18.81,63.3666301369863
Africa,Congo,2017,Both sexes,11.89,7.05,18.83,78.29917808219179
Europe,Denmark,2017,Male,11.88,9.66,14.42,47.95479452054794
Western Pacific,New Zealand,2017,Both sexes,12.14,10.32,14.2,60.52219178082191
Europe,Portugal,2017,Male,12.43,10.1,15.19,62.83068493150685
Europe,Sweden,2017,Both sexes,12.5,10.85,14.24,45.47041095890411
Africa,Guinea,2017,Both sexes,12.47,6.83,20.72,73.52493150684931
South-East Asia,India,2017,Both sexes,12.48,9.21,15.36,81.48239726027397
Europe,Hungary,2017,Both sexes,12.62,10.66,14.78,52.22164383561644
Europe,Uzbekistan,2017,Male,12.79,10.28,15.61,60.726027397260275
Europe,Germany,2017,Male,12.94,10.96,15.12,48.793424657534246
Africa,Guinea-Bissau,2017,Both sexes,13.09,7.35,21.3,81.90383561643836
Africa,Benin,2017,Both sexes,13.11,7.81,20.88,82.15342465753425
Europe,Romania,2017,Male,13.48,11.37,15.83,53.399726027397264
Western Pacific,Japan,2017,Both sexes,13.51,12.92,14.05,56.64310502283105
Africa,Gambia,2017,Male,13.59,6.93,23.94,68.56082191780823
Africa,Madagascar,2017,Male,13.58,8.15,21.47,66.20493150684932
South-East Asia,Sri Lanka,2017,Both sexes,13.67,9.07,22.28,81.67479452054795
Africa,Gabon,2017,Both sexes,13.85,8.05,22.2,80.36630136986301
Americas,Belize,2017,Male,13.89,10.31,18.27,81.26
Europe,Norway,2017,Male,14.04,12.89,15.28,41.87452054794521
Americas,Argentina,2017,Male,14.31,11.76,17.12,64.13780821917808
South-East Asia,India,2017,Male,14.27,9.81,17.62,81.48239726027397
Europe,Finland,2017,Both sexes,14.4,12.04,17.01,42.816986301369866
Africa,Ethiopia,2017,Male,14.47,10.09,20.81,60.24109589041096
Europe,Belgium,2017,Both sexes,14.59,12.41,16.99,52.13232876712328
Eastern Mediterranean,Pakistan,2017,Male,14.84,6.42,28.42,76.25219178082192
Europe,Ireland,2017,Male,15.03,12.3,18.23,50.209041095890406
Europe,Switzerland,2017,Male,15.03,12.66,17.63,50.77004566210045
Europe,Kyrgyzstan,2017,Male,15.15,12.37,18.39,53.82767123287671
Americas,Haiti,2017,Male,15.06,7.35,24.91,84.47780821917809
Africa,Namibia,2017,Both sexes,15.22,8.7,25.33,66.76794520547945
Africa,Togo,2017,Both sexes,15.4,9.12,24.08,81.49095890410959
Europe,France,2017,Male,16.35,13.66,22.59,55.61260273972602
Europe,Ukraine,2017,Both sexes,16.94,13.6,20.8,49.11342465753425
Americas,Cuba,2017,Male,16.99,14.18,35.71,75.82876712328768
Europe,Latvia,2017,Both sexes,17.14,13.04,22.13,45.16054794520547
Europe,Slovakia,2017,Male,17.22,11.92,36.55,52.71945205479451
Europe,Sweden,2017,Male,17.2,15.0,19.57,45.47041095890411
Europe,Croatia,2017,Male,17.48,13.84,21.78,55.57205479452055
Europe,Austria,2017,Male,17.49,14.99,20.23,52.351506849315065
Africa,Kenya,2017,Male,17.56,12.51,24.85,60.382465753424654
Americas,Canada,2017,Male,17.63,14.77,20.64,39.57671232876712
Western Pacific,Australia,2017,Male,17.71,15.2,30.37,63.3666301369863
Africa,Congo,2017,Male,18.08,10.92,28.13,78.29917808219179
Western Pacific,New Zealand,2017,Male,18.23,15.64,21.14,60.52219178082191
South-East Asia,Nepal,2017,Male,18.35,9.65,28.35,65.5572602739726
Africa,Guinea,2017,Male,18.39,9.78,30.6,73.52493150684931
Europe,Belarus,2017,Both sexes,18.46,13.84,24.39,32.97753424657534
Americas,Uruguay,2017,Both sexes,18.54,15.21,22.14,63.707945205479454
Africa,Senegal,2017,Male,19.01,11.88,29.01,77.29178082191781
Western Pacific,Mongolia,2017,Both sexes,19.11,11.73,29.31,31.123561643835615
Africa,Uganda,2017,Male,19.3,12.13,30.36,72.87808219178082
Western Pacific,Japan,2017,Male,19.41,18.68,20.07,56.64310502283105
Europe,Poland,2017,Male,19.69,17.09,22.62,49.206575342465754
Eastern Mediterranean,Saudi Arabia,2017,Female,2.09,1.24,3.33,80.9286301369863
Americas,Nicaragua,2017,Female,2.12,1.51,2.87,81.4904109589041
Americas,Mexico,2017,Female,2.14,1.99,2.3,64.33059360730594
Eastern Mediterranean,Egypt,2017,Female,2.16,1.09,3.72,74.02410958904109
Americas,Dominican Republic,2017,Female,2.17,1.3,3.4,79.12876712328767
Americas,Costa Rica,2017,Female,2.23,1.59,3.0,72.88328767123288
Europe,Italy,2017,Female,2.16,1.95,2.39,58.88095890410959
Eastern Mediterranean,Bahrain,2017,Female,2.29,1.54,3.25,82.6358904109589
Europe,Iceland,2017,Female,2.31,1.73,3.04,41.94986301369863
Western Pacific,Malaysia,2017,Female,2.4,1.55,3.54,82.25808219178083
Africa,Algeria,2017,Both sexes,2.54,1.37,4.38,64.9958904109589
Europe,Albania,2017,Female,2.54,1.63,3.71,60.38465753424658
Eastern Mediterranean,Kuwait,2017,Both sexes,2.5,1.82,3.35,80.18520547945205
Europe,Romania,2017,Female,2.47,1.98,3.03,53.399726027397264
Eastern Mediterranean,United Arab Emirates,2017,Female,2.56,1.46,4.15,85.43835616438356
Europe,Slovakia,2017,Female,2.59,1.84,3.54,52.71945205479451
South-East Asia,Indonesia,2017,Both sexes,2.58,1.85,3.54,82.98575342465753
Western Pacific,Philippines,2017,Both sexes,2.63,1.95,9.27,83.10246575342467
Americas,Honduras,2017,Both sexes,2.71,1.41,5.25,71.36986301369863
Americas,Guatemala,2017,Female,2.65,1.95,3.52,66.83150684931506
Europe,Poland,2017,Female,2.72,2.29,3.21,49.206575342465754
Eastern Mediterranean,Jordan,2017,Male,2.83,1.89,4.07,65.7386301369863
Europe,Bulgaria,2017,Female,2.8,2.05,3.72,52.65397260273973
Americas,Brazil,2017,Female,2.76,2.52,7.54,72.1572602739726
Europe,Iceland,2017,Male,20.78,16.78,25.12,41.94986301369863
Europe,Finland,2017,Male,20.77,17.52,24.38,42.816986301369866
Europe,Belgium,2017,Male,20.77,17.83,23.96,52.13232876712328
Africa,Guinea-Bissau,2017,Male,20.98,11.65,33.89,81.90383561643836
Africa,Benin,2017,Male,21.0,12.69,33.05,82.15342465753425
Europe,Hungary,2017,Male,21.12,17.99,24.57,52.22164383561644
Europe,Kazakhstan,2017,Both sexes,21.19,17.36,25.44,52.13232876712328
South-East Asia,Sri Lanka,2017,Male,22.23,14.65,37.32,81.67479452054795
Africa,Mozambique,2017,Both sexes,23.09,13.73,35.76,73.00464480874317
Africa,Gabon,2017,Male,24.48,14.33,39.08,80.36630136986301
Africa,Togo,2017,Male,24.97,14.98,38.37,81.49095890410959
Americas,Suriname,2017,Both sexes,25.37,17.7,34.92,79.08876712328768
Africa,Central African Republic,2017,Both sexes,25.73,14.1,42.3,79.36164383561643
Africa,South Africa,2017,Both sexes,25.84,16.58,37.5,62.64630136986302
Africa,Namibia,2017,Male,27.45,16.19,44.88,66.76794520547945
Eastern Mediterranean,Tunisia,2017,Both sexes,3.01,1.61,5.18,67.02301369863014
Eastern Mediterranean,Lebanon,2017,Both sexes,2.99,1.62,5.27,70.01123287671233
South-East Asia,Nepal,2017,Female,2.96,1.65,4.78,65.5572602739726
Europe,Turkmenistan,2017,Female,3.02,2.16,4.09,64.49753424657534
Europe,Spain,2017,Female,2.99,2.42,3.62,60.72456621004566
Africa,Algeria,2017,Male,3.18,1.74,5.64,64.9958904109589
Americas,Panama,2017,Both sexes,3.21,2.36,4.25,79.29260273972602
Americas,Bahamas,2017,Both sexes,3.28,2.29,4.56,80.40767123287671
Eastern Mediterranean,Egypt,2017,Both sexes,3.39,1.58,6.43,74.02410958904109
Europe,Tajikistan,2017,Female,3.51,2.26,5.19,61.80191780821918
Africa,Uganda,2017,Female,3.64,2.18,5.73,72.87808219178082
Eastern Mediterranean,Kuwait,2017,Male,3.63,2.66,4.84,80.18520547945205
Americas,Argentina,2017,Female,3.55,2.85,4.35,64.13780821917808
Europe,Ireland,2017,Female,3.73,2.86,4.71,50.209041095890406
Africa,Mauritania,2017,Female,3.82,2.12,6.23,67.12164383561644
Europe,Kyrgyzstan,2017,Female,3.81,2.98,4.82,53.82767123287671
Africa,Nigeria,2017,Female,3.87,1.83,6.2,65.26109589041096
Europe,Portugal,2017,Female,3.94,3.07,4.95,62.83068493150685
